start,end,estimated,cost_usd,service,usage_type
2026-07-01,2026-07-15,True,7.56,Amazon Elastic Load Balancing,LoadBalancerUsage
2026-07-01,2026-07-15,True,0.0,Amazon Elastic Load Balancing,USW2-APN1-AWS-In-Bytes
2026-07-01,2026-07-15,True,5.492e-07,Amazon Elastic Load Balancing,USW2-APN1-AWS-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Elastic Load Balancing,USW2-APS1-AWS-In-Bytes
2026-07-01,2026-07-15,True,7.7633e-06,Amazon Elastic Load Balancing,USW2-APS1-AWS-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Elastic Load Balancing,USW2-APS2-AWS-In-Bytes
2026-07-01,2026-07-15,True,4.4609e-06,Amazon Elastic Load Balancing,USW2-APS2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Elastic Load Balancing,USW2-APS3-AWS-In-Bytes
2026-07-01,2026-07-15,True,3.497e-07,Amazon Elastic Load Balancing,USW2-APS3-AWS-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Elastic Load Balancing,USW2-CAN1-AWS-In-Bytes
2026-07-01,2026-07-15,True,7.0069e-06,Amazon Elastic Load Balancing,USW2-CAN1-AWS-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Elastic Load Balancing,USW2-CCU1-AWS-In-Bytes
2026-07-01,2026-07-15,True,3.3e-09,Amazon Elastic Load Balancing,USW2-CCU1-AWS-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Elastic Load Balancing,USW2-DataTransfer-In-Bytes
2026-07-01,2026-07-15,True,0.0114362874,Amazon Elastic Load Balancing,USW2-DataTransfer-Out-Bytes
2026-07-01,2026-07-15,True,1.38533e-05,Amazon Elastic Load Balancing,USW2-DataTransfer-Regional-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Elastic Load Balancing,USW2-EU-AWS-In-Bytes
2026-07-01,2026-07-15,True,7.311e-07,Amazon Elastic Load Balancing,USW2-EU-AWS-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Elastic Load Balancing,USW2-EUC1-AWS-In-Bytes
2026-07-01,2026-07-15,True,6.0155e-06,Amazon Elastic Load Balancing,USW2-EUC1-AWS-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Elastic Load Balancing,USW2-EUW2-AWS-In-Bytes
2026-07-01,2026-07-15,True,5.8367e-06,Amazon Elastic Load Balancing,USW2-EUW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,0.0044098171,Amazon Elastic Load Balancing,USW2-LCUUsage
2026-07-01,2026-07-15,True,27.18,Amazon Elastic Load Balancing,USW2-LoadBalancerUsage
2026-07-01,2026-07-15,True,0.0,Amazon Elastic Load Balancing,USW2-USE1-AWS-In-Bytes
2026-07-01,2026-07-15,True,0.0001177505,Amazon Elastic Load Balancing,USW2-USE1-AWS-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Elastic Load Balancing,USW2-USE2-AWS-In-Bytes
2026-07-01,2026-07-15,True,1.74678e-05,Amazon Elastic Load Balancing,USW2-USE2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Elastic Load Balancing,USW2-USW1-AWS-In-Bytes
2026-07-01,2026-07-15,True,3.996e-07,Amazon Elastic Load Balancing,USW2-USW1-AWS-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon FSx,USW2-CloudFront-In-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon FSx,USW2-CloudFront-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon FSx,USW2-DataTransfer-In-Bytes
2026-07-01,2026-07-15,True,0.0004486153,Amazon FSx,USW2-DataTransfer-Out-Bytes
2026-07-01,2026-07-15,True,0.0868812497,Amazon FSx,USW2-DataTransfer-Regional-Bytes
2026-07-01,2026-07-15,True,1465.687612109,Amazon FSx,USW2-Storage
2026-07-01,2026-07-15,True,0.0,Amazon FSx,USW2-USE1-AWS-In-Bytes
2026-07-01,2026-07-15,True,1.8917e-05,Amazon FSx,USW2-USE1-AWS-Out-Bytes
2026-07-01,2026-07-15,True,5.74e-08,Amazon Glacier,AFS1-USW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,3.5e-08,Amazon Glacier,APE1-USW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,1.4e-07,Amazon Glacier,APN1-USW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,1.232e-07,Amazon Glacier,APN2-USW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,1.4e-07,Amazon Glacier,APN3-USW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,1.4e-07,Amazon Glacier,APS1-USW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,1.512e-07,Amazon Glacier,APS2-USW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,1.344e-07,Amazon Glacier,APS3-USW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,3.36e-08,Amazon Glacier,CAN1-USW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,3.36e-08,Amazon Glacier,EU-USW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,3.36e-08,Amazon Glacier,EUC1-USW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,3.36e-08,Amazon Glacier,EUN1-USW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,3.36e-08,Amazon Glacier,EUW2-USW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,3.36e-08,Amazon Glacier,EUW3-USW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,2.184e-07,Amazon Glacier,SAE1-USW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,3.36e-08,Amazon Glacier,USE1-USW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,3.36e-08,Amazon Glacier,USE2-USW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,3.36e-08,Amazon Glacier,USW1-USW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,0.01398536,Amazon GuardDuty,APN1-PaidEventsAnalyzed
2026-07-01,2026-07-15,True,0.013685,Amazon GuardDuty,APN2-PaidEventsAnalyzed
2026-07-01,2026-07-15,True,0.014795,Amazon GuardDuty,APN3-PaidEventsAnalyzed
2026-07-01,2026-07-15,True,0.0136206,Amazon GuardDuty,APS1-PaidEventsAnalyzed
2026-07-01,2026-07-15,True,0.0136896,Amazon GuardDuty,APS2-PaidEventsAnalyzed
2026-07-01,2026-07-15,True,0.01309,Amazon GuardDuty,APS3-PaidEventsAnalyzed
2026-07-01,2026-07-15,True,0.013685,Amazon GuardDuty,CAN1-PaidEventsAnalyzed
2026-07-01,2026-07-15,True,0.0130856,Amazon GuardDuty,EU-PaidEventsAnalyzed
2026-07-01,2026-07-15,True,0.0136896,Amazon GuardDuty,EUC1-PaidEventsAnalyzed
2026-07-01,2026-07-15,True,0.012264,Amazon GuardDuty,EUN1-PaidEventsAnalyzed
2026-07-01,2026-07-15,True,0.01309,Amazon GuardDuty,EUW2-PaidEventsAnalyzed
2026-07-01,2026-07-15,True,0.0130812,Amazon GuardDuty,EUW3-PaidEventsAnalyzed
2026-07-01,2026-07-15,True,0.020832,Amazon GuardDuty,SAE1-PaidEventsAnalyzed
2026-07-01,2026-07-15,True,0.01244,Amazon GuardDuty,USE1-PaidEventsAnalyzed
2026-07-01,2026-07-15,True,2.4005376338,Amazon GuardDuty,USE1-PaidRDSvCPUMonitored
2026-07-01,2026-07-15,True,0.0129,Amazon GuardDuty,USE2-PaidEventsAnalyzed
2026-07-01,2026-07-15,True,0.0130592,Amazon GuardDuty,USW1-PaidEventsAnalyzed
2026-07-01,2026-07-15,True,0.013443151,Amazon GuardDuty,USW1-PaidRDSACUMonitored
2026-07-01,2026-07-15,True,0.231584,Amazon GuardDuty,USW2-PaidEventsAnalyzed
2026-07-01,2026-07-15,True,0.1227033156,Amazon GuardDuty,USW2-PaidEventsAnalyzed-Bytes
2026-07-01,2026-07-15,True,0.1464576,Amazon GuardDuty,USW2-PaidS3DataEventsAnalyzed
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,AFS1-EC2-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,AFS1-ECR-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,AFS1-Lambda-Standard-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,APE1-EC2-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,APE1-ECR-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,APE1-Lambda-Standard-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,APN1-EC2-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,APN1-ECR-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,APN1-Lambda-Code-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,APN1-Lambda-Standard-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,APN2-EC2-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,APN2-ECR-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,APN2-Lambda-Standard-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,APN3-EC2-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,APN3-ECR-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,APN3-Lambda-Standard-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,APS1-EC2-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,APS1-ECR-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,APS1-Lambda-Code-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,APS1-Lambda-Standard-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,APS2-EC2-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,APS2-ECR-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,APS2-Lambda-Code-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,APS2-Lambda-Standard-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,APS3-EC2-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,APS3-ECR-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,APS3-Lambda-Standard-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,APS4-EC2-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,APS4-ECR-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,APS4-Lambda-Standard-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,APS5-EC2-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,APS5-ECR-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,APS5-Lambda-Standard-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,CAN1-EC2-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,CAN1-ECR-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,CAN1-Lambda-Standard-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,EU-EC2-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,EU-ECR-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,EU-Lambda-Code-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,EU-Lambda-Standard-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,EUC1-EC2-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,EUC1-ECR-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,EUC1-Lambda-Code-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,EUC1-Lambda-Standard-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,EUN1-EC2-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,EUN1-ECR-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,EUN1-Lambda-Code-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,EUN1-Lambda-Standard-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,EUW2-EC2-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,EUW2-ECR-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,EUW2-Lambda-Code-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,EUW2-Lambda-Standard-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,EUW3-EC2-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,EUW3-ECR-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,EUW3-Lambda-Standard-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,SAE1-EC2-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,SAE1-ECR-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,SAE1-Lambda-Standard-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,USE1-EC2-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,USE1-ECR-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,USE1-Lambda-Code-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,USE1-Lambda-Standard-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,USE2-EC2-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,USE2-ECR-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,USE2-Lambda-Code-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,USE2-Lambda-Standard-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,USW1-EC2-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,USW1-ECR-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,USW1-Lambda-Standard-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,USW2-EC2-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,USW2-ECR-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,USW2-Lambda-Code-free-metering
2026-07-01,2026-07-15,True,0.0,Amazon Inspector,USW2-Lambda-Standard-free-metering
2026-07-01,2026-07-15,True,0.0698277862,Amazon Relational Database Service,Aurora:BackupUsage
2026-07-01,2026-07-15,True,1.824116,Amazon Relational Database Service,Aurora:StorageIOUsage
2026-07-01,2026-07-15,True,0.1215417884,Amazon Relational Database Service,Aurora:StorageUsage
2026-07-01,2026-07-15,True,0.0,Amazon Relational Database Service,DataTransfer-In-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Relational Database Service,DataTransfer-Out-Bytes
2026-07-01,2026-07-15,True,18.97212161,Amazon Relational Database Service,InstanceUsage:db.r5.large
2026-07-01,2026-07-15,True,87.36,Amazon Relational Database Service,InstanceUsage:db.r6g.large
2026-07-01,2026-07-15,True,6.004226544,Amazon Relational Database Service,InstanceUsage:db.r7g.large
2026-07-01,2026-07-15,True,33.441630505,Amazon Relational Database Service,InstanceUsage:db.t4g.medium
2026-07-01,2026-07-15,True,0.1025274561,Amazon Relational Database Service,RDS:ChargedBackupUsage
2026-07-01,2026-07-15,True,0.4239319675,Amazon Relational Database Service,RDS:GP3-Storage
2026-07-01,2026-07-15,True,8.86332e-05,Amazon Relational Database Service,USW1-Aurora:BackupUsage
2026-07-01,2026-07-15,True,4.8193555557,Amazon Relational Database Service,USW1-Aurora:ServerlessV2Usage
2026-07-01,2026-07-15,True,0.17252004,Amazon Relational Database Service,USW1-Aurora:StorageIOUsage
2026-07-01,2026-07-15,True,0.0004417745,Amazon Relational Database Service,USW1-Aurora:StorageUsage
2026-07-01,2026-07-15,True,0.0,Amazon Relational Database Service,USW1-DataTransfer-In-Bytes
2026-07-01,2026-07-15,True,6.0799e-06,Amazon Relational Database Service,USW1-DataTransfer-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Relational Database Service,USW1-DataTransfer-xAZ-In-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Relational Database Service,USW1-DataTransfer-xAZ-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Relational Database Service,USW1-RDS:Data-API-Usage
2026-07-01,2026-07-15,True,0.0892574154,Amazon Relational Database Service,USW2-Aurora:BackupUsage
2026-07-01,2026-07-15,True,0.0169103958,Amazon Relational Database Service,USW2-Aurora:IO-OptimizedStorageUsage
2026-07-01,2026-07-15,True,107.5241999999,Amazon Relational Database Service,USW2-Aurora:ServerlessV2IOOptimizedUsage
2026-07-01,2026-07-15,True,24.1558000005,Amazon Relational Database Service,USW2-Aurora:ServerlessV2Usage
2026-07-01,2026-07-15,True,7.5663706,Amazon Relational Database Service,USW2-Aurora:StorageIOUsage
2026-07-01,2026-07-15,True,0.0772497704,Amazon Relational Database Service,USW2-Aurora:StorageUsage
2026-07-01,2026-07-15,True,0.0,Amazon Relational Database Service,USW2-DataTransfer-In-Bytes
2026-07-01,2026-07-15,True,0.0013821035,Amazon Relational Database Service,USW2-DataTransfer-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Relational Database Service,USW2-DataTransfer-xAZ-In-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Relational Database Service,USW2-DataTransfer-xAZ-Out-Bytes
2026-07-01,2026-07-15,True,18.84097752,Amazon Relational Database Service,USW2-InstanceUsage:db.r5.large
2026-07-01,2026-07-15,True,87.36,Amazon Relational Database Service,USW2-InstanceUsage:db.r6g.large
2026-07-01,2026-07-15,True,92.736,Amazon Relational Database Service,USW2-InstanceUsage:db.r8g.large
2026-07-01,2026-07-15,True,151.434904726,Amazon Relational Database Service,USW2-InstanceUsage:db.t4g.medium
2026-07-01,2026-07-15,True,19.664746624,Amazon Relational Database Service,USW2-InstanceUsage:db.t4g.micro
2026-07-01,2026-07-15,True,482.496,Amazon Relational Database Service,USW2-InstanceUsageIOOptimized:db.r8g.2xl
2026-07-01,2026-07-15,True,482.496,Amazon Relational Database Service,USW2-InstanceUsageIOOptimized:db.r8g.xl
2026-07-01,2026-07-15,True,0.0979984885,Amazon Relational Database Service,USW2-RDS:ChargedBackupUsage
2026-07-01,2026-07-15,True,0.0,Amazon Relational Database Service,USW2-RDS:Data-API-Usage
2026-07-01,2026-07-15,True,3.4389731007,Amazon Relational Database Service,USW2-RDS:GP2-Storage
2026-07-01,2026-07-15,True,4.5952418185,Amazon Relational Database Service,USW2-RDS:GP3-Storage
2026-07-01,2026-07-15,True,0.1538876,Amazon Route 53,DNS-Queries
2026-07-01,2026-07-15,True,14.0,Amazon Route 53,HostedZone
2026-07-01,2026-07-15,True,0.0,Amazon Route 53,Intra-AWS-DNS-Queries
2026-07-01,2026-07-15,True,8.34e-08,Amazon Simple Email Service,USW2-DataTransfer-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Simple Email Service,USW2-Recipients-EC2
2026-07-01,2026-07-15,True,0.0,Amazon Simple Notification Service,AFS1-DataTransfer-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Simple Notification Service,AFS1-Requests-Tier1
2026-07-01,2026-07-15,True,0.0,Amazon Simple Notification Service,APE1-DataTransfer-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Simple Notification Service,APE1-Requests-Tier1
2026-07-01,2026-07-15,True,0.0,Amazon Simple Notification Service,APN1-DataTransfer-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Simple Notification Service,APN1-Requests-Tier1
2026-07-01,2026-07-15,True,0.0,Amazon Simple Notification Service,APN2-DataTransfer-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Simple Notification Service,APN2-Requests-Tier1
2026-07-01,2026-07-15,True,0.0,Amazon Simple Notification Service,APN3-DataTransfer-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Simple Notification Service,APN3-Requests-Tier1
2026-07-01,2026-07-15,True,0.0,Amazon Simple Notification Service,APS1-DataTransfer-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Simple Notification Service,APS1-Requests-Tier1
2026-07-01,2026-07-15,True,0.0,Amazon Simple Notification Service,APS2-DataTransfer-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Simple Notification Service,APS2-Requests-Tier1
2026-07-01,2026-07-15,True,0.0,Amazon Simple Notification Service,APS3-DataTransfer-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Simple Notification Service,APS3-Requests-Tier1
2026-07-01,2026-07-15,True,0.0,Amazon Simple Notification Service,APS4-DataTransfer-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Simple Notification Service,APS4-Requests-Tier1
2026-07-01,2026-07-15,True,0.0,Amazon Simple Notification Service,APS5-DataTransfer-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Simple Notification Service,APS5-Requests-Tier1
2026-07-01,2026-07-15,True,2.84e-07,Amazon Simple Notification Service,CAN1-DataTransfer-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Simple Notification Service,CAN1-Requests-Tier1
2026-07-01,2026-07-15,True,2.84e-07,Amazon Simple Notification Service,DataTransfer-Out-Bytes
2026-07-01,2026-07-15,True,2.84e-07,Amazon Simple Notification Service,EU-DataTransfer-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Simple Notification Service,EU-Requests-Tier1
2026-07-01,2026-07-15,True,2.84e-07,Amazon Simple Notification Service,EUC1-DataTransfer-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Simple Notification Service,EUC1-Requests-Tier1
2026-07-01,2026-07-15,True,2.84e-07,Amazon Simple Notification Service,EUN1-DataTransfer-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Simple Notification Service,EUN1-Requests-Tier1
2026-07-01,2026-07-15,True,2.84e-07,Amazon Simple Notification Service,EUW2-DataTransfer-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Simple Notification Service,EUW2-Requests-Tier1
2026-07-01,2026-07-15,True,2.84e-07,Amazon Simple Notification Service,EUW3-DataTransfer-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Simple Notification Service,EUW3-Requests-Tier1
2026-07-01,2026-07-15,True,0.0,Amazon Simple Notification Service,Requests-Tier1
2026-07-01,2026-07-15,True,0.0,Amazon Simple Notification Service,SAE1-DataTransfer-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Simple Notification Service,SAE1-Requests-Tier1
2026-07-01,2026-07-15,True,2.84e-07,Amazon Simple Notification Service,USE2-DataTransfer-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Simple Notification Service,USE2-Requests-Tier1
2026-07-01,2026-07-15,True,2.84e-07,Amazon Simple Notification Service,USW1-DataTransfer-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Simple Notification Service,USW1-Requests-Tier1
2026-07-01,2026-07-15,True,6.3259e-06,Amazon Simple Notification Service,USW2-DataTransfer-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Simple Notification Service,USW2-DeliveryAttempts-LAMBDA
2026-07-01,2026-07-15,True,0.0,Amazon Simple Notification Service,USW2-DeliveryAttempts-SMTP
2026-07-01,2026-07-15,True,0.0,Amazon Simple Notification Service,USW2-Requests-Tier1
2026-07-01,2026-07-15,True,0.0,Amazon Simple Queue Service,AFS1-Requests-Tier1
2026-07-01,2026-07-15,True,0.0,Amazon Simple Queue Service,APE1-Requests-Tier1
2026-07-01,2026-07-15,True,0.0,Amazon Simple Queue Service,APN1-Requests-Tier1
2026-07-01,2026-07-15,True,0.0,Amazon Simple Queue Service,APN2-Requests-Tier1
2026-07-01,2026-07-15,True,0.0,Amazon Simple Queue Service,APN3-Requests-Tier1
2026-07-01,2026-07-15,True,0.0,Amazon Simple Queue Service,APS1-Requests-Tier1
2026-07-01,2026-07-15,True,0.0,Amazon Simple Queue Service,APS2-Requests-Tier1
2026-07-01,2026-07-15,True,0.0,Amazon Simple Queue Service,APS3-Requests-Tier1
2026-07-01,2026-07-15,True,0.0,Amazon Simple Queue Service,APS4-Requests-Tier1
2026-07-01,2026-07-15,True,0.0,Amazon Simple Queue Service,APS5-Requests-Tier1
2026-07-01,2026-07-15,True,0.0,Amazon Simple Queue Service,CAN1-Requests-Tier1
2026-07-01,2026-07-15,True,1.682e-07,Amazon Simple Queue Service,DataTransfer-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Simple Queue Service,EU-Requests-Tier1
2026-07-01,2026-07-15,True,0.0,Amazon Simple Queue Service,EUC1-Requests-Tier1
2026-07-01,2026-07-15,True,0.0,Amazon Simple Queue Service,EUN1-Requests-Tier1
2026-07-01,2026-07-15,True,0.0,Amazon Simple Queue Service,EUW2-Requests-Tier1
2026-07-01,2026-07-15,True,0.0,Amazon Simple Queue Service,EUW3-Requests-Tier1
2026-07-01,2026-07-15,True,0.0,Amazon Simple Queue Service,Requests-RBP
2026-07-01,2026-07-15,True,0.0,Amazon Simple Queue Service,SAE1-Requests-Tier1
2026-07-01,2026-07-15,True,0.0,Amazon Simple Queue Service,USE2-Requests-Tier1
2026-07-01,2026-07-15,True,4.02e-07,Amazon Simple Queue Service,USW1-DataTransfer-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Simple Queue Service,USW1-Requests-Tier1
2026-07-01,2026-07-15,True,0.0,Amazon Simple Queue Service,USW2-Requests-Tier1
2026-07-01,2026-07-15,True,0.0001316,Amazon Simple Storage Service,APN1-Requests-Tier1
2026-07-01,2026-07-15,True,0.0,Amazon Simple Storage Service,APS3-DataTransfer-Out-Bytes
2026-07-01,2026-07-15,True,0.00014,Amazon Simple Storage Service,APS3-Requests-Tier1
2026-07-01,2026-07-15,True,0.0305056,Amazon Simple Storage Service,APS3-Requests-Tier2
2026-07-01,2026-07-15,True,3.9172e-06,Amazon Simple Storage Service,APS3-TimedStorage-ByteHrs
2026-07-01,2026-07-15,True,0.00194804,Amazon Simple Storage Service,APS3-USE1-AWS-Out-Bytes
2026-07-01,2026-07-15,True,0.0012736823,Amazon Simple Storage Service,APS3-USW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,0.0,Amazon Simple Storage Service,DataTransfer-In-Bytes
2026-07-01,2026-07-15,True,0.0019526402,Amazon Simple Storage Service,DataTransfer-Out-Bytes
2026-07-01,2026-07-15,True,0.00014,Amazon Simple Storage Service,EU-Requests-Tier1
2026-07-01,2026-07-15,True,1.138e-06,Amazon Simple Storage Service,EUC1-DataTransfer-Out-Bytes
2026-07-01,2026-07-15,True,0.03279352,Amazon Simple Storage Service,EUC1-Requests-Tier2
2026-07-01,2026-07-15,True,2.8e-09,Amazon Simple Storage Service,EUC1-TimedStorage-ByteHrs
2026-07-01,2026-07-15,True,0.0004554743,Amazon Simple Storage Service,EUC1-USE1-AWS-Out-Bytes
2026-07-01,2026-07-15,True,0.0002977359,Amazon Simple Storage Service,EUC1-USW2-AWS-Out-Bytes
2026-07-01,2026-07-15,True,0.00014,Amazon Simple Storage Service,EUN1-Requests-Tier1
2026-07-01,2026-07-15,True,0.0,Amazon Simple Storage Service,Global-Bucket-Hrs-FreeTier
2026-07-01,2026-07-15,True,0.281215,Amazon Simple Storage Service,Requests-Tier1
2026-07-01,2026-07-15,True,0.1327696,Amazon Simple Storage Service,Requests-Tier2
2026-07-01,2026-07-15,True,0.0225996024,Amazon Simple Storage Service,TimedStorage-ByteHrs
